保單號,人員代號1,公司代號1,公司代號2,人員代號2
0191D000369,060925,01,01,049008
0191D000177,060925,01,01,060143
0291D000851,070149,02,02,939756
0091D001070,X00224,00,00,939756
0091D002228,X00224,00,00,049008
0091D000565,X00224,00,00,939756
0291D000937,070149,02,02,939756
0091D002594,X00224,00,00,008389
0291D000079,070220,02,02,070220
0291D000160,070149,02,02,939756
0291D000593,070149,02,02,939756
0091D000148,X00224,00,00,049008
0291D000015,070220,02,02,100200
0091D002406,X00224,00,00,049008
0091D000458,X00224,00,00,049008
0191D000041,060925,01,01,063037
0091D003431,X01007,00,00,039268
0291D000596,070149,02,02,939756
0091D000428,X00224,00,00,049008
0091D002183,X00224,00,00,049008
0091D000022,X00224,00,00,049008
0091D001655,X00224,00,00,939756
0091D001137,X00224,00,00,939756
0091D003011,X00224,00,00,049008
0091D002226,X00224,00,00,049008
0591D000436,X00457,05,05,039268
0091D001705,X00224,00,00,939756
0291D000258,070149,02,02,939756
0091D002681,X00224,00,00,939756
0891D000103,070629,08,08,992258
0291D000343,070149,02,02,939756
0091D002524,X00224,00,00,939756
0091D003289,X01007,00,00,039268
0191D000341,060925,01,01,049008
0091D002996,X00224,00,00,049008
0091D001739,X00224,00,00,939756
0091D003367,X00224,00,00,939756
0091D003432,X01007,00,00,039268
0091D002588,X00224,00,00,939756
0091D003194,X01007,00,00,039268
0091D000218,X00224,00,00,049008
0291D000106,070220,02,02,070921
0191D000177,060925,01,01,060143
0091D000067,X00224,00,00,049008
0091D002376,X00224,00,00,049008
0591D000329,X00457,05,05,039268
0391D000080,050326,03,03,049008
0091D000814,X00224,00,00,939756
0091D000568,X00224,00,00,939756
0091D002360,X00224,00,00,049008
0691D000357,007544,06,06,007935
0691D000352,007544,06,06,005533
0291D000872,070149,02,02,005576
0091D002755,X00224,00,00,049008
0091D002860,X00224,00,00,049008
0091D000146,X00224,00,00,049008
0091D003419,X00224,00,00,939756
0091D000210,X00224,00,00,049008
0291D000249,070149,02,02,939756
0591D000209,X00457,05,05,981540
0291D000356,070149,02,02,939756
0191D000072,060925,01,01,060364
0091D002992,X00224,00,00,049008
0091D001923,X00224,00,00,049008
0091D001321,X00224,00,00,939756
0191D000276,060925,01,01,049008
0091D002577,X00224,00,00,939756
0291D000124,070149,02,02,100111
0091D003593,X00224,00,00,939756
0091D003876,X01007,00,00,049010
0091D003414,X00224,00,00,939756
0691D000086,008907,06,06,049010
0091D002696,X00224,00,00,049008
0091D002230,X00224,00,00,049008
0091D000396,X00224,00,00,049008
0291D000271,070149,02,02,100111
0091D002952,X00224,00,00,049008
0191D000110,060925,01,01,049008
0091D001648,X00224,00,00,939756
0391D000079,050156,03,03,049008
0091D001829,X00224,00,00,049008
0291D000542,070149,02,02,939756
0091D001564,X00224,00,00,939756
0291D000916,070149,02,02,007102
0091D000086,X00224,00,00,049008
0291D000255,070149,02,02,939756
0091D003980,X01007,00,00,039268
0591D000008,004570,05,05,981540
0191D000114,060925,01,01,049008
0291D000040,070220,02,02,070220
0291D000411,070149,02,02,939756
0091D000633,002241,00,00,939756
0091D003448,X00224,00,00,939756
0191D000279,060925,01,01,049008
0091D002558,X00224,00,00,939756
0291D000895,070149,02,02,071111
0091D001240,X00224,00,00,939756
0091D003389,X01007,00,00,039268
0291D000710,070149,02,02,939756
0091D004016,X01007,00,00,039268
0091D001384,X00224,00,00,939756
0091D001150,X00224,00,00,939756
0191D000483,060925,01,01,096172
0291D000505,070149,02,02,939756
0591D000109,X00457,05,05,981540
0091D001347,X00224,00,00,939756
0091D003571,X00224,00,00,939756
0091D002755,X00224,00,00,049008
0091D003701,X00224,00,00,939756
0391D000146,050326,03,03,049008
0091D003051,X00224,00,00,049008
0291D000508,070149,02,02,939756
0091D002253,X00224,00,00,049008
0091D001411,X00224,00,00,939756
0091D003773,X01007,00,00,049008
0091D004236,X01007,00,00,049010
0091D003376,X01007,00,00,039268
0091D003890,X01007,00,00,049010
0091D001120,X00224,00,00,939756
0091D002122,X00224,00,00,049008
0091D000648,X00224,00,00,939756
0091D002884,X00224,00,00,049008
0091D002203,X00224,00,00,049008
0091D001570,X00224,00,00,049008
0091D004098,X01007,00,00,049010
0091D002335,X00224,00,00,049008
0091D001640,X00224,00,00,939756
0291D000755,070149,02,02,060470
0091D003576,X01007,00,00,049008
0291D000591,070149,02,02,939756
0691D000069,009105,06,06,049010
0091D002020,X00224,00,00,049008
0091D003586,X01007,00,00,049008
0091D002403,X00224,00,00,049008
0091D004367,X01007,00,00,049008
0091D002039,X00224,00,00,049008
0891D000070,070629,08,08,070629
0091D001178,X00224,00,00,939756
0291D000089,070149,02,02,005576
0091D001978,X00224,00,00,049008
0091D002958,X00224,00,00,049008
0091D002995,X00224,00,00,049008
0091D004060,X01007,00,00,049010
0091D001292,X00224,00,00,939756
0091D002016,X00224,00,00,049008
0891D000047,070629,08,08,070629
0091D003095,X00224,00,00,049008
0091D002813,X00224,00,00,049008
0091D000294,X00224,00,00,049008
0091D001351,X00224,00,00,939756
0091D000068,X00224,00,00,049008
0091D002585,X00224,00,00,939756
0091D003528,X01007,00,00,049010
0091D001897,X00224,00,00,049008
0191D000375,060925,01,01,049008
0591D000314,X00457,05,05,981540
0091D002287,X00224,00,00,049008
0291D000834,070149,02,02,939756
0091D000442,X00224,00,00,049008
0691D000125,009105,06,06,049010
0091D001969,X00224,00,00,049008
0091D002210,X00224,00,00,049008
0691D000327,007544,06,06,008036
0091D000968,X00224,00,00,939756
0091D002306,X00224,00,00,049008
0291D001009,070149,02,02,939756
0091D002023,X00224,00,00,049008
0091D001911,X00224,00,00,939756
0091D003046,X00224,00,00,049008
0091D002585,X00224,00,00,939756
0691D000313,009105,06,06,008036
0091D003279,X01007,00,00,039268
0191D000392,060925,01,01,049008
0191D000121,060925,01,01,049008
0091D001681,X00224,00,00,939756
0291D000285,070149,02,02,939756
0091D003528,X01007,00,00,049010
0191D000226,060925,01,01,049008
0291D000781,070149,02,02,939756
0391D000009,050326,03,03,049008
0091D000490,X00224,00,00,939756
0291D000896,070149,02,02,071111
0091D004355,X01007,00,00,049008
0091D001622,X00224,00,00,939756
0291D000103,070220,02,02,070921
0191D000107,060925,01,01,049008
0691D000307,009105,06,06,003832
0091D002659,X00224,00,00,939756
0191D000180,060925,01,01,061051
0091D002500,X00224,00,00,939756
0091D003066,X00224,00,00,049008
0091D002530,X00224,00,00,939756
0291D000306,070149,02,02,939756
0191D000606,060925,01,01,049008
0091D000694,X00224,00,00,939756
0091D000610,X00224,00,00,939756
0091D002772,X00224,00,00,039268
0191D000074,060925,01,01,060364
0091D002311,X00224,00,00,049008
0091D003466,X01007,00,00,039268
0191D000139,060925,01,01,049008
0291D000139,070149,02,02,939756
0091D000442,X00224,00,00,049008
0091D002286,X00224,00,00,049008
0291D000355,070149,02,02,939756
0091D002687,X00224,00,00,049008
0191D000527,060925,01,01,060364
0091D002005,X00224,00,00,049008
0091D001705,X00224,00,00,939756
0291D000174,070149,02,02,939756
0091D003797,X01007,00,00,939756
0291D000501,070149,02,02,939756
0091D003328,X00224,00,00,939756
0091D003120,X00224,00,00,049008
0091D003632,X00224,00,00,939756
0191D000527,060925,01,01,060364
0091D000676,X00224,00,00,939756
0591D000281,X00457,05,05,981540
0091D001016,X00224,00,00,049008
0091D003470,X01007,00,00,039268
0091D001735,002241,00,00,939756
0091D001825,X00224,00,00,049008
0591D000191,X00457,05,05,981540
0191D000121,060925,01,01,049008
0091D000448,X00224,00,00,049008
0191D000326,060925,01,01,049008
0091D003530,X00224,00,00,939756
0091D000364,X00224,00,00,049008
0091D003681,X01007,00,00,939756
0091D003874,X01007,00,00,049010
0091D002736,X00224,00,00,049008
0091D000823,X00224,00,00,939756
0091D000978,X00224,00,00,939756
0291D000408,070149,02,02,939756
0191D000246,060925,01,01,060895
0291D000076,070220,02,02,100111
0691D000314,009105,06,06,005843
0091D003718,X01007,00,00,102181
0091D003392,X01007,00,00,039268
0091D003295,X00224,00,00,039268
0091D003513,X01007,00,00,049010
0091D004127,X01007,00,00,039268
0091D001754,X00224,00,00,939756
0191D000338,060925,01,01,049008
0091D001954,X00224,00,00,039268
0091D001783,X00224,00,00,939756
0091D002282,X00224,00,00,049008
0091D000261,X00224,00,00,049008
0091D001956,X00224,00,00,039268
0091D001840,X00224,00,00,049008
0291D000167,070149,02,02,939756
0091D000280,X00224,00,00,049008
0091D001409,X00224,00,00,939756
0091D002440,X00224,00,00,049008
0891D000045,070629,08,08,070629
0591D000181,X00457,05,05,981540
0191D000586,060925,01,01,060739
0291D000787,070149,02,02,939756
0091D003272,X00224,00,00,039268
0091D002818,X00224,00,00,049008
0091D001130,X00224,00,00,939756
0191D000291,060925,01,01,049008
0091D002312,X00224,00,00,049008
0091D000759,X00224,00,00,939756
0091D002701,X00224,00,00,939756
0091D000859,X00224,00,00,049008
0091D004117,X01007,00,00,049010
0191D000042,060925,01,01,063037
0091D003620,X00224,00,00,939756
0091D001715,X00224,00,00,939756
0291D000179,070149,02,02,939756
0191D000398,060925,01,01,049008
0091D001750,X00224,00,00,939756
0091D002306,X00224,00,00,049008
0091D003380,X01007,00,00,039268
0191D000340,060925,01,01,049008
0091D001696,X00224,00,00,939756
0091D001918,X00224,00,00,049008
0591D000139,X00457,05,05,981540
0091D004234,X01007,00,00,049010
0091D003674,X00224,00,00,939756
0291D000182,070149,02,02,939756
0591D000145,X00457,05,05,981540
0091D000291,X00224,00,00,049008
0091D003222,X00224,00,00,939756
0091D002958,X00224,00,00,049008
0691D000241,009105,06,06,049010
0291D000672,070149,02,02,939756
0091D000024,X00224,00,00,049008
0091D003964,X01007,00,00,039268
0291D000758,070149,02,02,060470
0091D004191,X01007,00,00,039268
0091D001526,X00224,00,00,939756
0191D000452,060925,01,01,060364
0091D002360,X00224,00,00,049008
0091D002784,X00224,00,00,049008
0091D000968,X00224,00,00,939756
0591D000341,X00457,05,05,039268
0191D000562,060925,01,01,094072
0291D000692,070149,02,02,939756
0191D000522,060925,01,01,060283
0091D003758,X01007,00,00,939756
0091D003292,X00224,00,00,039268
0391D000049,050326,03,03,049008
0091D003063,X00224,00,00,049008
0091D003210,X00224,00,00,939756
0091D002586,X00224,00,00,939756
0091D003420,X01007,00,00,039268
0591D000119,X00457,05,05,981540
0591D000302,X00457,05,05,981540
0091D000142,X00224,00,00,049008
0591D000448,X00457,05,05,981540
0091D001951,X00224,00,00,039268
0291D000466,070149,02,02,939756
0191D000083,060925,01,01,060364
0191D000215,060925,01,01,049008
0191D000495,060925,01,01,063037
0091D000959,X00224,00,00,939756
0291D000449,070149,02,02,939756
0091D001782,X00224,00,00,939756
0091D004063,X01007,00,00,049010
0091D003240,X01007,00,00,049008
0091D003111,X00224,00,00,049008
0091D002703,X00224,00,00,049008
0091D000886,X00224,00,00,939756
0891D000006,070629,08,08,070629
0091D003352,X01007,00,00,039268
0291D000552,070149,02,02,939756
0091D001692,X00224,00,00,939756
0091D001149,X00224,00,00,939756
0291D000094,070149,02,02,005576
0291D000662,070149,02,02,939756
0091D000446,X00224,00,00,049008
0191D000063,060925,01,01,049008
0091D003803,X01007,00,00,939756
0091D000120,X00224,00,00,049008
0591D000106,X00457,05,05,005592
0691D000135,009105,06,06,049010
0091D001652,X00224,00,00,939756
0291D000464,070149,02,02,939756
0091D003420,X01007,00,00,039268
0291D000125,070149,02,02,100111
0191D000052,060925,01,01,063037
0091D003102,X00224,00,00,049008
0091D001927,X00224,00,00,049008
0091D003781,X01007,00,00,049008
0091D001464,X00224,00,00,939756
0191D000356,060925,01,01,094072
0691D000341,009571,06,06,039365
0091D002411,X00224,00,00,049008
0091D001215,X00224,00,00,939756
0091D003363,X00224,00,00,939756
0691D000031,009105,06,06,049010
0091D000220,X00224,00,00,049008
0091D003959,X01007,00,00,039268
0091D002863,X00224,00,00,049008
0191D000495,060925,01,01,063037
0091D002189,X00224,00,00,049008
0591D000387,X00457,05,05,039268
0091D003824,X01007,00,00,049008
0091D002217,X00224,00,00,049008
0191D000495,060925,01,01,063037
0091D002868,X00224,00,00,049008
0191D000438,060925,01,01,094072
0691D000148,009105,06,06,049010
0691D000156,009105,06,06,049010
0091D002504,X00224,00,00,939756
0091D001590,X00224,00,00,939756
0091D001583,X00224,00,00,939756
0091D000273,X00224,00,00,049008
0091D004016,X01007,00,00,039268
0891D000102,070629,08,08,992258
0091D003161,X00224,00,00,939756
0091D000744,X00224,00,00,939756
0091D003229,X01007,00,00,104124
0191D000556,060925,01,01,005339
0291D000117,070149,02,02,005576
0091D000479,X00224,00,00,049008
0891D000040,070629,08,08,070629
0091D002095,X00224,00,00,049008
0891D000031,070629,08,08,070629
0291D000485,070149,02,02,939756
0591D000258,X00457,05,05,039268
0091D004105,X01007,00,00,039268
0091D000316,X00224,00,00,049008
0091D003400,X01007,00,00,039268
0091D002416,X00224,00,00,049008
0091D002773,X00224,00,00,049008
0091D002320,X00224,00,00,049008
0091D002014,X00224,00,00,049008
0191D000390,060925,01,01,049008
0091D000569,X00224,00,00,939756
0091D000333,X00224,00,00,049008
0191D000573,060925,01,01,005339
0091D000222,X00224,00,00,049008
0091D003327,X01007,00,00,039268
0891D000094,070629,08,08,992258
0091D003111,X00224,00,00,049008
0091D000898,X00224,00,00,939756
0091D004312,X01007,00,00,049008
0091D000825,X00224,00,00,939756
0091D001791,X00224,00,00,049008
0091D001677,X00224,00,00,939756
0091D001557,X00224,00,00,939756
0591D000006,004570,05,05,981540
0291D000810,070149,02,02,939756
0091D001445,X00224,00,00,939756
0191D000112,060925,01,01,049008
0091D003428,X00224,00,00,939756
0691D000081,009105,06,06,049010
0091D002837,X00224,00,00,049008
0091D000565,X00224,00,00,939756
0091D001754,X00224,00,00,939756
0091D001582,X00224,00,00,939756
0191D000512,060925,01,01,060593
0191D000290,060925,01,01,049008
0091D003767,X01007,00,00,939756
0091D002369,X00224,00,00,049008
0091D003107,X00224,00,00,049008
0091D004098,X01007,00,00,049010
0091D002059,X00224,00,00,049008
0091D004240,X01007,00,00,049010
0091D004176,X01007,00,00,049010
0291D000818,070149,02,02,939756
0191D000389,060925,01,01,049008
0091D001706,X00224,00,00,939756
0091D003208,X00224,00,00,939756
0091D002365,X00224,00,00,049008
0191D000343,060925,01,01,049008
0091D000394,X00224,00,00,049008
0091D003131,X00224,00,00,049008
0091D000800,X00224,00,00,939756
0091D001811,X00224,00,00,049008
0091D001017,X00224,00,00,049008
0291D000435,070149,02,02,939756
0091D003294,X00224,00,00,039268
0691D000059,009105,06,06,049010
0091D000555,X00224,00,00,939756
0091D002374,X00224,00,00,049008
0191D000307,060925,01,01,049008
0391D000106,050326,03,03,049008
0091D002429,X00224,00,00,049008
0691D000323,007544,06,06,008036
0091D000691,X00224,00,00,939756
0091D003256,X00224,00,00,939756
0091D002063,X00224,00,00,049008
0391D000094,050326,03,03,049008
0091D001291,X00224,00,00,939756
0091D002001,X00224,00,00,049008
0291D000898,070149,02,02,070220
0091D003205,X00224,00,00,039268
0191D000469,060925,01,01,060283
0091D002758,X00224,00,00,049008
0191D000254,060925,01,01,063037
0091D001984,X00224,00,00,049008
0591D000013,004570,05,05,981540
0091D001269,X00224,00,00,939756
0091D003896,X01007,00,00,049010
0091D003288,X01007,00,00,039268
0091D001870,X00224,00,00,049008
0391D000057,050326,03,03,049008
0091D003406,X01007,00,00,039268
0091D000445,X00224,00,00,049008
0091D003432,X01007,00,00,039268
0291D000081,070220,02,02,100111
0191D000077,060925,01,01,060364
0091D001968,X00224,00,00,049008
0091D001505,X00224,00,00,939756
0191D000080,060925,01,01,060364
0091D001156,X00224,00,00,939756
0091D004074,X01007,00,00,049010
0091D002586,X00224,00,00,939756
0091D001144,X00224,00,00,939756
0291D000546,070149,02,02,939756
0291D000817,070149,02,02,939756
0191D000150,060925,01,01,049008
0091D000266,X00224,00,00,049008
0091D000299,X00224,00,00,049008
0691D000070,009105,06,06,049010
0091D001482,X00224,00,00,939756
0191D000562,060925,01,01,094072
0091D002093,X00224,00,00,049008
0091D001279,X00224,00,00,939756
0691D000268,007544,06,06,006807
0091D003112,X00224,00,00,049008
0091D002665,X00224,00,00,939756
0291D000506,070149,02,02,939756
0091D001292,X00224,00,00,939756
0091D000273,X00224,00,00,049008
0091D002480,X00224,00,00,939756
0091D000406,X00224,00,00,049008
0191D000482,060925,01,01,096172
0091D002545,X00224,00,00,939756
0291D000498,070149,02,02,939756
0891D000036,070629,08,08,070629
0091D000876,X00224,00,00,939756
0091D004315,X01007,00,00,049008
0091D003594,X00224,00,00,939756
0091D002443,X00224,00,00,049008
0091D000507,X00224,00,00,939756
0091D004036,X01007,00,00,049010
0291D000081,070220,02,02,100111
0291D000736,070149,02,02,939756
0091D001203,X00224,00,00,939756
0091D001348,X00224,00,00,939756
0091D002665,X00224,00,00,939756
0091D000816,X00224,00,00,939756
0691D000258,007544,06,06,007935
0091D001802,X00224,00,00,049008
0091D000201,X00224,00,00,049008
0591D000269,X00457,05,05,981540
0091D000153,X00224,00,00,049008
0191D000222,060925,01,01,049008
0691D000108,007544,06,06,049010
0291D000949,070149,02,02,939756
0691D000202,009105,06,06,002712
0091D000076,X00224,00,00,049008
0291D000152,070149,02,02,939756
0091D002103,X00224,00,00,049008
0091D003564,X01007,00,00,049010
0091D003244,X00224,00,00,039268
0091D002923,X00224,00,00,049008
0091D002359,X00224,00,00,049008
0191D000078,060925,01,01,060364
0091D003611,X00224,00,00,939756
0091D001285,X00224,00,00,939756
0691D000327,007544,06,06,008036
0091D001054,X00224,00,00,939756
0091D001833,X00224,00,00,049008
0091D001842,X00224,00,00,049008
0091D000664,X00224,00,00,939756
0891D000036,070629,08,08,070629
0091D003545,X00224,00,00,939756
0291D000171,070149,02,02,939756
0091D002419,X00224,00,00,049008
0091D001143,X00224,00,00,939756
0291D000127,070220,02,02,939756
0191D000249,060925,01,01,060895
0091D003038,X00224,00,00,049008
0091D002725,X00224,00,00,939756
0091D003877,X01007,00,00,049010
0091D001351,X00224,00,00,939756
0091D000147,X00224,00,00,049008
0091D000447,X00224,00,00,049008
0391D000133,050326,03,03,049008
0391D000064,050326,03,03,049008
0291D000916,070149,02,02,007102
0091D003634,X00224,00,00,939756
0091D003761,X01007,00,00,939756
0091D003501,X01007,00,00,049010
0391D000041,050326,03,03,049008
0091D003204,X01007,00,00,039268
0291D000546,070149,02,02,939756
0291D000874,070149,02,02,005576
0091D000550,X00224,00,00,939756
0291D000834,070149,02,02,939756
0291D000320,070220,02,02,100111
0191D000506,060925,01,01,049008
0091D002014,X00224,00,00,049008
0091D001769,X00224,00,00,939756
0091D002530,X00224,00,00,939756
0091D000787,X00224,00,00,939756
0191D000174,060925,01,01,094072
0091D002235,X00224,00,00,049008
0091D002094,X00224,00,00,049008
0091D000809,X00224,00,00,939756
0091D002741,X00224,00,00,049008
0091D000829,X00224,00,00,939756
0091D004059,X01007,00,00,049010
0091D003030,X00224,00,00,049008
0091D002953,X00224,00,00,049008
0091D003174,X00224,00,00,039268
0091D003507,X01007,00,00,049010
0091D000916,X00224,00,00,939756
0191D000506,060925,01,01,049008
0091D002609,X00224,00,00,009725
0291D000303,070149,02,02,939756
0091D002380,X00224,00,00,049008
0091D002532,X00224,00,00,939756
0091D002530,X00224,00,00,939756
0091D000205,X00224,00,00,049008
0091D001647,X00224,00,00,939756
0091D002672,X00224,00,00,939756
0091D003964,X01007,00,00,039268
0291D001034,070149,02,02,939756
0091D002443,X00224,00,00,049008
0091D004099,X01007,00,00,049010
0091D003205,X00224,00,00,039268
0091D003971,X01007,00,00,039268
0691D000265,007544,06,06,002127
0091D002429,X00224,00,00,049008
0691D000120,008907,06,06,049010
0691D000255,009105,06,06,049010
0391D000068,050326,03,03,049008
0091D002201,X00224,00,00,049008
0091D003161,X00224,00,00,939756
0091D000129,X00224,00,00,049008
0091D001280,X00224,00,00,939756
0091D000628,X00224,00,00,939756
0091D001647,X00224,00,00,939756
0591D000050,X00457,05,05,981540
0291D000307,070149,02,02,100056
0391D000137,050326,03,03,049008
0291D000103,070220,02,02,070921
0291D000614,070149,02,02,939756
0091D000347,X00224,00,00,049008
0091D000589,X00224,00,00,939756
0291D000525,070149,02,02,005576
0891D000067,070629,08,08,070629
0091D003112,X00224,00,00,049008
0091D002029,X00224,00,00,049008
0391D000068,050326,03,03,049008
0591D000441,X00457,05,05,981540
0091D002090,X00224,00,00,049008
0091D004371,X01007,00,00,049008
0391D000136,050326,03,03,049008
0091D003921,X01007,00,00,039268
0191D000471,060925,01,01,060283
0591D000302,X00457,05,05,981540
0291D000598,070149,02,02,939756
0091D003549,X01007,00,00,049010
0091D001129,X00224,00,00,939756
0091D004061,X01007,00,00,049010
0091D000176,X00224,00,00,049008
0191D000540,060925,01,01,049008
0191D000178,060925,01,01,060143
0291D000417,070149,02,02,939756
0691D000291,009105,06,06,005134
0091D000666,X00224,00,00,939756
0591D000020,004570,05,05,981540
0291D000010,070220,02,02,100056
0091D003067,XX0022,00,00,049008
0091D000847,X00224,00,00,939756
0091D002336,X00224,00,00,049008
0291D000071,070220,02,02,100056
0591D000270,X00457,05,05,981540
0091D000325,X00224,00,00,049008
0091D000870,X00224,00,00,939756
0091D000362,X00224,00,00,049008
0091D002342,X00224,00,00,049008
0291D000928,070149,02,02,939756
0191D000100,060925,01,01,049008
0091D002312,X00224,00,00,049008
0091D003877,X01007,00,00,049010
0091D003353,X01007,00,00,039268
0691D000071,009105,06,06,049010
0091D002819,X00224,00,00,049008
0091D002966,X00224,00,00,049008
0091D002996,X00224,00,00,049008
0691D000006,007544,06,06,049010
0691D000339,009571,06,06,006572
0091D004150,X01007,00,00,049010
0591D000299,X00457,05,05,039268
0091D003478,X01007,00,00,039268
0091D001277,X00224,00,00,939756
0091D003887,X01007,00,00,049010
0091D000303,X00224,00,00,049008
0091D001481,X00224,00,00,939756
0091D002993,X00224,00,00,049008
0091D003886,X01007,00,00,049010
0091D002701,X00224,00,00,939756
0091D000065,X00224,00,00,049008
0091D000936,X00224,00,00,939756
0191D000583,060925,01,01,060283
0091D001062,X00224,00,00,939756
0091D000428,X00224,00,00,049008
0691D000146,007544,06,06,008036
0091D002296,X00224,00,00,049008
0091D001039,X00224,00,00,939756
0091D000320,X00224,00,00,049008
0091D003441,X01007,00,00,039268
0091D002370,X00224,00,00,049008
0091D003460,X00224,00,00,939756
0091D001935,X00224,00,00,049008
0091D001689,X00224,00,00,939756
0691D000180,009105,06,06,049010
0091D000517,X00224,00,00,939756
0091D000815,X00224,00,00,939756
0591D000387,X00457,05,05,039268
0091D001062,X00224,00,00,939756
0091D004219,X01007,00,00,049010
0091D000753,X00224,00,00,939756
0191D000369,060925,01,01,049008
0291D000195,070149,02,02,939756
0291D000313,070149,02,02,939756
0091D001210,X00224,00,00,939756
0091D003712,X00224,00,00,939756
0091D003608,X00224,00,00,939756
0091D003230,X01007,00,00,104124
0091D000380,X00224,00,00,049008
0091D003404,X01007,00,00,039268
0191D000404,060925,01,01,060283
0091D002788,X00224,00,00,008389
0091D002717,X00224,00,00,049008
0191D000032,060925,01,01,063037
0091D000168,X00224,00,00,049008
0091D001385,X00224,00,00,939756
0091D001978,X00224,00,00,049008
0291D000659,070149,02,02,939756
0091D001200,X00224,00,00,939756
0691D000122,009105,06,06,049010
0091D001382,X00224,00,00,939756
0191D000601,060925,01,01,060925
0091D001958,X00224,00,00,039268
0091D002234,X00224,00,00,049008
0191D000013,060925,01,01,049008
0391D000114,050326,03,03,049008
0091D002802,X00224,00,00,002895
0291D000741,070149,02,02,939756
0091D000754,X00224,00,00,939756
0191D000388,060925,01,01,049008
0291D000578,070149,02,02,939756
0091D001108,X00224,00,00,939756
0891D000101,070629,08,08,070629
0091D003618,X00221,00,00,939756
0091D003125,X00224,00,00,049008
0291D000667,070149,02,02,939756
0591D000052,X00457,05,05,981540
0091D002822,X00224,00,00,049008
0091D002057,X00224,00,00,049008
0091D001900,X00224,00,00,049008
0091D002995,X00224,00,00,049008
0291D000717,070149,02,02,939756
0091D000135,X00224,00,00,049008
0091D004017,X01007,00,00,039268
0091D004001,X01007,00,00,039268
0291D000272,070149,02,02,939756
0091D003285,X01007,00,00,049008
0091D003836,X01007,00,00,049008
0391D000027,050326,03,03,049008
0091D002333,X00224,00,00,049008
0091D001191,X00224,00,00,939756
0291D000516,070149,02,02,939756
0591D000073,X00457,05,05,981540
0091D001980,X00224,00,00,049008
0191D000343,060925,01,01,049008
0091D003429,X01007,00,00,039268
0091D000961,X00224,00,00,939756
0291D000171,070149,02,02,939756
0091D001403,X00224,00,00,939756
0591D000009,004570,05,05,981540
0091D004086,X01007,00,00,049010
0591D000239,X00457,05,05,039268
0091D000872,X00224,00,00,939756
0591D000434,X00457,05,05,039268
0091D003910,X01007,00,00,049010
0091D001007,X00224,00,00,049008
0591D000257,X00457,05,05,039268
0191D000116,060925,01,01,049008
0091D001918,X00224,00,00,049008
0291D000819,070149,02,02,939756
0191D000011,060925,01,01,049008
0091D000687,X00224,00,00,939756
0091D000819,X00224,00,00,939756
0091D001365,X00224,00,00,939756
0091D001166,X00224,00,00,939756
0091D001791,X00224,00,00,049008
0091D000718,X00224,00,00,939756
0091D002883,X00224,00,00,049008
0091D001834,X00224,00,00,049008
0091D000354,X00224,00,00,049008
0091D003257,X00224,00,00,939756
0091D002462,X00224,00,00,049008
0091D003478,X01007,00,00,039268
0091D003235,X01007,00,00,049008
0091D002992,X00224,00,00,049008
0091D000278,X00224,00,00,049008
0091D002710,X00224,00,00,049008
0091D001967,X00224,00,00,049008
0091D003580,X01007,00,00,049010
0691D000168,009105,06,06,049010
0591D000416,X00457,05,05,039268
0091D000259,X00224,00,00,049008
0391D000020,050326,03,03,049008
0091D003483,X01007,00,00,049010
0091D003890,X01007,00,00,049010
0091D002974,X00224,00,00,049008
0091D003672,X00224,00,00,939756
0191D000095,060925,01,01,049008
0091D003803,X01007,00,00,939756
0091D001519,X00224,00,00,939756
0091D000222,X00224,00,00,049008
0091D000996,X00224,00,00,939756
0091D001062,X00224,00,00,939756
0091D003231,X01007,00,00,049008
0391D000049,050326,03,03,049008
0091D003234,X01007,00,00,049008
0091D001863,X00224,00,00,049008
0191D000023,060925,01,01,049008
0691D000164,009105,06,06,049010
0091D003776,X01007,00,00,049008
0091D000859,X00224,00,00,049008
0591D000369,X00457,05,05,039268
0691D000243,009105,06,06,049010
0291D000422,070149,02,02,939756
0091D000202,X00224,00,00,049008
0091D002209,X00224,00,00,049008
0091D003609,X00224,00,00,939756
0091D003656,X00224,00,00,939756
0191D000341,060925,01,01,049008
0091D002416,X00224,00,00,049008
0291D000583,070149,02,02,939756
0091D002690,X00224,00,00,939756
0691D000205,009105,06,06,002712
0091D002013,X00224,00,00,049008
0091D000515,X00224,00,00,939756
0091D000457,X00224,00,00,049008
0291D000964,070149,02,02,070149
0191D000440,060925,01,01,094072
0091D003600,X00224,00,00,939756
0091D002944,X00224,00,00,049008
0091D003993,X01007,00,00,039268
0091D003565,X01007,00,00,049010
0291D000315,070149,02,02,939756
0191D000076,060925,01,01,060364
0091D001530,X00224,00,00,939756
0191D000052,060925,01,01,063037
0091D000482,X00224,00,00,049008
0191D000512,060925,01,01,060593
0191D000242,060925,01,01,049008
0091D000738,X00224,00,00,939756
0091D002369,X00224,00,00,049008
0091D001070,X00224,00,00,939756
0091D002576,X00224,00,00,939756
0091D001241,X00224,00,00,939756
0091D002818,X00224,00,00,049008
0091D000175,X00224,00,00,049008
0091D001310,X00224,00,00,939756
0091D002732,XX0022,00,00,049008
0391D000068,050326,03,03,049008
0191D000258,060925,01,01,005339
0091D003875,X01007,00,00,049010
0091D000560,X00224,00,00,939756
0091D000436,X00224,00,00,049008
0091D001310,X00224,00,00,939756
0091D003240,X01007,00,00,049008
0291D000107,070220,02,02,070921
